timeStamp,sym,price,qty
2023-01-01D12:05:17.000784363,USDJPY,115000956,111
2023-01-01D12:05:17.000891696,GBPUSD,1349639,150
2023-01-01D12:05:18.000144499,EURUSD,1200002,777
2023-01-01D12:05:18.000300529,GBPUSD,1350499,629
2023-01-01D12:05:18.000482479,USDJPY,115000639,636
2023-01-01D12:05:19.000495314,GBPUSD,1350376,769
2023-01-01D12:05:19.000789072,USDJPY,115000271,288
2023-01-01D12:05:19.000845414,EURUSD,1200784,197
2023-01-01D12:05:20.000123727,USDJPY,114999460,319
2023-01-01D12:05:20.000162395,EURUSD,1201059,376
2023-01-01D12:05:20.000926069,GBPUSD,1349823,282
2023-01-01D12:05:21.000185533,USDJPY,114999214,288
2023-01-01D12:05:21.000640274,GBPUSD,1349949,763
2023-01-01D12:05:21.000652226,EURUSD,1199773,71
2023-01-01D12:05:22.000074879,EURUSD,1200666,966
2023-01-01D12:05:22.000249570,GBPUSD,1350459,327
2023-01-01D12:05:22.000988118,USDJPY,114999329,456
2023-01-01D12:05:23.000252214,GBPUSD,1349309,294
2023-01-01D12:05:23.000417285,EURUSD,1200686,378
2023-01-01D12:05:23.000669053,USDJPY,115000105,374
2023-01-01D12:05:24.000185601,GBPUSD,1350520,758
2023-01-01D12:05:24.000544362,EURUSD,1200800,860
2023-01-01D12:05:24.000745362,USDJPY,115000084,400
2023-01-01D12:05:25.000317002,GBPUSD,1349795,320
2023-01-01D12:05:25.000580408,EURUSD,1199628,412
2023-01-01D12:05:25.000640354,USDJPY,115000210,734
2023-01-01D12:05:26.000061430,EURUSD,1199906,17
2023-01-01D12:05:26.000327337,GBPUSD,1349710,297
2023-01-01D12:05:26.000532251,USDJPY,115000559,195
2023-01-01D12:05:27.000298645,GBPUSD,1350247,915
2023-01-01D12:05:27.000809115,USDJPY,114999366,190
2023-01-01D12:05:27.000838660,EURUSD,1199872,277
2023-01-01D12:05:28.000218264,EURUSD,1200186,683
2023-01-01D12:05:28.000228282,GBPUSD,1350543,261
2023-01-01D12:05:28.000382050,USDJPY,115000499,651
2023-01-01D12:05:29.000136978,GBPUSD,1350356,673
2023-01-01D12:05:29.000390570,EURUSD,1199408,927
2023-01-01D12:05:29.000446631,USDJPY,115000707,197
2023-01-01D12:05:30.000486118,USDJPY,114999499,587
2023-01-01D12:05:30.000509884,GBPUSD,1350717,469
2023-01-01D12:05:30.000882354,EURUSD,1200439,728
2023-01-01D12:05:31.000418966,USDJPY,114999620,596
2023-01-01D12:05:31.000428453,EURUSD,1199812,748
2023-01-01D12:05:31.000551362,GBPUSD,1350707,871
2023-01-01D12:05:32.000555535,GBPUSD,1350827,458
2023-01-01D12:05:32.000827586,USDJPY,115000379,326
2023-01-01D12:05:32.000922643,EURUSD,1200219,518
2023-01-01D12:05:33.000243671,EURUSD,1199631,383
2023-01-01D12:05:33.000578842,GBPUSD,1350272,816
2023-01-01D12:05:33.000881778,USDJPY,115000811,882
2023-01-01D12:05:34.000668067,EURUSD,1199272,431
2023-01-01D12:05:34.000803200,USDJPY,115000273,874
2023-01-01D12:05:34.000965205,GBPUSD,1350722,352
2023-01-01D12:05:35.000609463,GBPUSD,1350254,291
2023-01-01D12:05:35.000658795,EURUSD,1200642,455
2023-01-01D12:05:35.000707584,USDJPY,114999652,545
2023-01-01D12:05:36.000349350,GBPUSD,1349283,936
2023-01-01D12:05:36.000924058,EURUSD,1200532,880
2023-01-01D12:05:36.000999044,USDJPY,115000657,638
2023-01-01D12:05:37.000463052,GBPUSD,1350097,583
2023-01-01D12:05:37.000835108,EURUSD,1200762,872
2023-01-01D12:05:37.000860718,USDJPY,114999896,928
2023-01-01D12:05:38.000269085,EURUSD,1200195,385
2023-01-01D12:05:38.000441610,GBPUSD,1349878,645
2023-01-01D12:05:38.000874820,USDJPY,115000568,96
2023-01-01D12:05:39.000591307,USDJPY,114999370,421
2023-01-01D12:05:39.000848807,EURUSD,1199601,623
2023-01-01D12:05:39.000942194,GBPUSD,1350255,582
2023-01-01D12:05:40.000016786,USDJPY,114999148,463
2023-01-01D12:05:40.000463349,EURUSD,1200933,996
2023-01-01D12:05:40.000865980,GBPUSD,1350335,593
2023-01-01D12:05:41.000005390,EURUSD,1199867,434
2023-01-01D12:05:41.000457994,GBPUSD,1349728,799
2023-01-01D12:05:41.000845952,USDJPY,114999231,357
2023-01-01D12:05:42.000015216,GBPUSD,1350234,379
2023-01-01D12:05:42.000389454,EURUSD,1199786,892
2023-01-01D12:05:42.000833926,USDJPY,115000987,643
2023-01-01D12:05:43.000582805,EURUSD,1200637,513
2023-01-01D12:05:43.000668243,GBPUSD,1350972,988
2023-01-01D12:05:43.000789150,USDJPY,114999687,966
2023-01-01D12:05:44.000142497,USDJPY,115000978,852
2023-01-01D12:05:44.000538081,EURUSD,1200165,975
2023-01-01D12:05:44.000735043,GBPUSD,1351020,974
2023-01-01D12:05:45.000031265,USDJPY,115000282,452
2023-01-01D12:05:45.000263685,EURUSD,1201032,598
2023-01-01D12:05:45.000742708,GBPUSD,1349465,347
2023-01-01D12:05:46.000361643,USDJPY,115000613,872
2023-01-01D12:05:46.000523790,GBPUSD,1350150,380
2023-01-01D12:05:46.000989080,EURUSD,1200695,38
2023-01-01D12:05:47.000239133,USDJPY,115000227,245
2023-01-01D12:05:47.000251581,EURUSD,1199984,991
2023-01-01D12:05:47.000354260,GBPUSD,1349307,973
2023-01-01D12:05:48.000249148,USDJPY,115000664,673
2023-01-01D12:05:48.000491519,GBPUSD,1349408,964
2023-01-01D12:05:48.000910472,EURUSD,1199282,688
2023-01-01D12:05:49.000059022,GBPUSD,1350082,905
2023-01-01D12:05:49.000795171,USDJPY,115000983,18
2023-01-01D12:05:49.000990361,EURUSD,1200601,413
2023-01-01D12:05:50.000001009,EURUSD,1200594,469
2023-01-01D12:05:50.000224482,GBPUSD,1349311,488
2023-01-01D12:05:50.000632973,USDJPY,115000827,493
2023-01-01D12:05:51.000534894,USDJPY,114999324,858
2023-01-01D12:05:51.000540370,GBPUSD,1350705,168
2023-01-01D12:05:51.000789423,EURUSD,1200922,70
2023-01-01D12:05:52.000394635,USDJPY,114999362,60
2023-01-01D12:05:52.000676868,GBPUSD,1349834,53
2023-01-01D12:05:52.000826478,EURUSD,1200782,768
2023-01-01D12:05:53.000112128,USDJPY,114999956,146
2023-01-01D12:05:53.000313101,GBPUSD,1351028,356
2023-01-01D12:05:53.000475395,EURUSD,1199465,56
2023-01-01D12:05:54.000069422,EURUSD,1200108,47
2023-01-01D12:05:54.000194308,GBPUSD,1350067,826
2023-01-01D12:05:54.000245384,USDJPY,114999844,974
2023-01-01D12:05:55.000368973,EURUSD,1200859,812
2023-01-01D12:05:55.000390303,USDJPY,114999548,894
2023-01-01D12:05:55.000453702,GBPUSD,1350163,714
2023-01-01D12:05:56.000029701,EURUSD,1200706,137
2023-01-01D12:05:56.000559511,GBPUSD,1350353,984
2023-01-01D12:05:56.000743796,USDJPY,115000771,663
2023-01-01D12:05:57.000380579,USDJPY,114999541,24
2023-01-01D12:05:57.000754409,GBPUSD,1349543,105
2023-01-01D12:05:57.000950972,EURUSD,1199310,929
2023-01-01D12:05:58.000527049,GBPUSD,1350663,702
2023-01-01D12:05:58.000691871,USDJPY,114999321,768
2023-01-01D12:05:58.000992370,EURUSD,1199940,255
2023-01-01D12:05:59.000514613,GBPUSD,1350403,468
2023-01-01D12:05:59.000735409,USDJPY,115000204,988
2023-01-01D12:05:59.000921240,EURUSD,1200977,926
2023-01-01D12:06:00.000294495,USDJPY,115000134,216
2023-01-01D12:06:00.000643085,GBPUSD,1351040,402
2023-01-01D12:06:00.000664377,EURUSD,1200913,978
2023-01-01D12:06:01.000376365,GBPUSD,1349092,775
2023-01-01D12:06:01.000528288,EURUSD,1199092,281
2023-01-01D12:06:01.000586785,USDJPY,114999175,237
2023-01-01D12:06:02.000156106,EURUSD,1200281,769
2023-01-01D12:06:02.000715182,USDJPY,114999431,336
2023-01-01D12:06:02.000942858,GBPUSD,1349234,318
2023-01-01D12:06:03.000063242,EURUSD,1200745,987
2023-01-01D12:06:03.000649661,GBPUSD,1349472,24
2023-01-01D12:06:03.000799845,USDJPY,115000452,855
2023-01-01D12:06:04.000511125,USDJPY,115000044,332
2023-01-01D12:06:04.000727464,EURUSD,1199264,771
2023-01-01D12:06:04.000745980,GBPUSD,1350264,299
2023-01-01D12:06:05.000181685,USDJPY,115000048,164
2023-01-01D12:06:05.000193506,GBPUSD,1350677,981
2023-01-01D12:06:05.000606765,EURUSD,1199284,93
2023-01-01D12:06:06.000369164,EURUSD,1201039,391
2023-01-01D12:06:06.000488808,USDJPY,115000098,938
2023-01-01D12:06:06.000800472,GBPUSD,1350092,219
2023-01-01D12:06:07.000345039,GBPUSD,1350257,750
2023-01-01D12:06:07.000551489,USDJPY,115000017,910
2023-01-01D12:06:07.000666151,EURUSD,1199809,507
2023-01-01D12:06:08.000056460,USDJPY,115000972,794
2023-01-01D12:06:08.000652696,EURUSD,1199850,450
2023-01-01D12:06:08.000929885,GBPUSD,1349371,842
2023-01-01D12:06:09.000489149,USDJPY,114999547,982
2023-01-01D12:06:09.000581051,GBPUSD,1350159,876
2023-01-01D12:06:09.000846221,EURUSD,1200260,336
2023-01-01D12:06:10.000782392,EURUSD,1199841,678
2023-01-01D12:06:10.000891099,USDJPY,114999119,248
2023-01-01D12:06:10.000971187,GBPUSD,1350190,175
2023-01-01D12:06:11.000252158,EURUSD,1199858,117
2023-01-01D12:06:11.000278704,USDJPY,114999189,207
2023-01-01D12:06:11.000738762,GBPUSD,1350816,994
2023-01-01D12:06:12.000229754,EURUSD,1200793,396
2023-01-01D12:06:12.000554544,GBPUSD,1350526,93
2023-01-01D12:06:12.000828863,USDJPY,114999869,512
2023-01-01D12:06:13.000017905,GBPUSD,1349766,632
2023-01-01D12:06:13.000187252,USDJPY,114999872,569
2023-01-01D12:06:13.000828672,EURUSD,1200897,199
2023-01-01D12:06:14.000004682,GBPUSD,1349447,446
2023-01-01D12:06:14.000565325,USDJPY,114999642,670
2023-01-01D12:06:14.000826294,EURUSD,1200993,734
2023-01-01D12:06:15.000527031,USDJPY,114999415,321
2023-01-01D12:06:15.000625381,GBPUSD,1350191,151
2023-01-01D12:06:15.000728304,EURUSD,1199183,703
2023-01-01D12:06:16.000062830,EURUSD,1199268,64
2023-01-01D12:06:16.000166079,GBPUSD,1350030,103
2023-01-01D12:06:16.000843850,USDJPY,115001002,813
2023-01-01D12:06:17.000040821,GBPUSD,1350630,393
2023-01-01D12:06:17.000275656,USDJPY,115000426,537
2023-01-01D12:06:17.000819491,EURUSD,1199767,331
2023-01-01D12:06:18.000067016,GBPUSD,1350155,770
2023-01-01D12:06:18.000706733,EURUSD,1201022,638
2023-01-01D12:06:18.000981766,USDJPY,115000357,342
2023-01-01D12:06:19.000053394,USDJPY,115000368,473
2023-01-01D12:06:19.000418515,EURUSD,1199988,912
2023-01-01D12:06:19.000995679,GBPUSD,1349551,946
2023-01-01D12:06:20.000028976,EURUSD,1199230,428
2023-01-01D12:06:20.000347335,USDJPY,114999535,529
2023-01-01D12:06:20.000832776,GBPUSD,1350657,253
2023-01-01D12:06:21.000001841,GBPUSD,1349998,103
2023-01-01D12:06:21.000123784,USDJPY,114999624,553
2023-01-01D12:06:21.000902018,EURUSD,1199601,148
2023-01-01D12:06:22.000162037,GBPUSD,1349759,194
2023-01-01D12:06:22.000192753,USDJPY,115000738,36
2023-01-01D12:06:22.000352180,EURUSD,1199110,665
2023-01-01D12:06:23.000202020,GBPUSD,1350763,427
2023-01-01D12:06:23.000808480,USDJPY,115000680,502
2023-01-01D12:06:23.000986980,EURUSD,1199660,620
2023-01-01D12:06:24.000240072,GBPUSD,1349767,285
2023-01-01D12:06:24.000455405,EURUSD,1200488,329
2023-01-01D12:06:24.000498259,USDJPY,114999332,746
2023-01-01D12:06:25.000084305,USDJPY,115000653,181
2023-01-01D12:06:25.000133443,GBPUSD,1350869,512
2023-01-01D12:06:25.000186100,EURUSD,1199814,429
2023-01-01D12:06:26.000047008,EURUSD,1200552,965
2023-01-01D12:06:26.000208931,GBPUSD,1350951,576
2023-01-01D12:06:26.000945573,USDJPY,115000931,54
2023-01-01D12:06:27.000539675,EURUSD,1200274,843
2023-01-01D12:06:27.000762227,GBPUSD,1349116,199
2023-01-01D12:06:27.000895104,USDJPY,114999983,267
2023-01-01D12:06:28.000192157,EURUSD,1199223,705
2023-01-01D12:06:28.000330961,USDJPY,114999505,477
2023-01-01D12:06:28.000713699,GBPUSD,1350293,41
2023-01-01D12:06:29.000043102,EURUSD,1200959,702
2023-01-01D12:06:29.000316958,USDJPY,114999930,490
2023-01-01D12:06:29.000616804,GBPUSD,1349907,689
2023-01-01D12:06:30.000132947,EURUSD,1200690,928
2023-01-01D12:06:30.000540622,GBPUSD,1351051,679
2023-01-01D12:06:30.000717028,USDJPY,115000852,333
2023-01-01D12:06:31.000482444,EURUSD,1199514,922
2023-01-01D12:06:31.000487928,GBPUSD,1349699,966
2023-01-01D12:06:31.000904002,USDJPY,114999813,475
2023-01-01D12:06:32.000036053,GBPUSD,1350195,681
2023-01-01D12:06:32.000073597,USDJPY,114999714,695
2023-01-01D12:06:32.000293381,EURUSD,1199366,900
2023-01-01D12:06:33.000174735,USDJPY,115000631,254
2023-01-01D12:06:33.000264623,EURUSD,1199694,408
2023-01-01D12:06:33.000684578,GBPUSD,1350794,121
2023-01-01D12:06:34.000575501,USDJPY,114999681,291
2023-01-01D12:06:34.000825384,EURUSD,1199139,754
2023-01-01D12:06:34.000900221,GBPUSD,1349604,954
2023-01-01D12:06:35.000157954,GBPUSD,1350205,816
2023-01-01D12:06:35.000563997,EURUSD,1199170,694
2023-01-01D12:06:35.000776108,USDJPY,115000443,65
2023-01-01D12:06:36.000253456,USDJPY,115000453,629
2023-01-01D12:06:36.000529415,GBPUSD,1350457,179
2023-01-01D12:06:36.000810110,EURUSD,1200251,28
2023-01-01D12:06:37.000066619,EURUSD,1199966,398
2023-01-01D12:06:37.000174905,USDJPY,115000914,729
2023-01-01D12:06:37.000613994,GBPUSD,1350144,238
2023-01-01D12:06:38.000641864,GBPUSD,1349814,448
2023-01-01D12:06:38.000762982,EURUSD,1200345,255
2023-01-01D12:06:38.000882090,USDJPY,115000421,72
2023-01-01D12:06:39.000274414,EURUSD,1199730,318
2023-01-01D12:06:39.000304256,GBPUSD,1349086,787
2023-01-01D12:06:39.000717064,USDJPY,115000849,112
2023-01-01D12:06:40.000243867,EURUSD,1200672,993
2023-01-01D12:06:40.000350996,USDJPY,114999531,631
2023-01-01D12:06:40.000995305,GBPUSD,1350754,144
2023-01-01D12:06:41.000428154,GBPUSD,1350787,927
2023-01-01D12:06:41.000635741,EURUSD,1200231,680
2023-01-01D12:06:41.000882689,USDJPY,114999926,334
2023-01-01D12:06:42.000326389,EURUSD,1199096,732
2023-01-01D12:06:42.000704318,GBPUSD,1349479,234
2023-01-01D12:06:42.000816381,USDJPY,115000394,508
2023-01-01D12:06:43.000069615,GBPUSD,1350219,355
2023-01-01D12:06:43.000092376,USDJPY,115000474,169
2023-01-01D12:06:43.000504097,EURUSD,1199588,920
2023-01-01D12:06:44.000831428,GBPUSD,1349871,283
2023-01-01D12:06:44.000863497,EURUSD,1200699,31
2023-01-01D12:06:44.000970986,USDJPY,114999919,31
2023-01-01D12:06:45.000129769,USDJPY,115000576,500
2023-01-01D12:06:45.000826317,EURUSD,1199403,505
2023-01-01D12:06:45.000838468,GBPUSD,1350371,319
2023-01-01D12:06:46.000312069,EURUSD,1199554,956
2023-01-01D12:06:46.000319291,GBPUSD,1350184,404
2023-01-01D12:06:46.000672611,USDJPY,114999541,311
2023-01-01D12:06:47.000310957,GBPUSD,1349928,388
2023-01-01D12:06:47.000696980,USDJPY,114999977,45
2023-01-01D12:06:47.000919670,EURUSD,1199775,380
2023-01-01D12:06:48.000178096,EURUSD,1200486,457
2023-01-01D12:06:48.000454207,GBPUSD,1349478,208
2023-01-01D12:06:48.000874368,USDJPY,115000067,340
2023-01-01D12:06:49.000155253,EURUSD,1199383,630
2023-01-01D12:06:49.000240691,GBPUSD,1349160,479
2023-01-01D12:06:49.000575872,USDJPY,115001059,986
2023-01-01D12:06:50.000275982,EURUSD,1200174,588
2023-01-01D12:06:50.000709232,USDJPY,114999287,739
2023-01-01D12:06:50.000839794,GBPUSD,1350770,28
2023-01-01D12:06:51.000062949,GBPUSD,1350948,497
2023-01-01D12:06:51.000439471,EURUSD,1201054,708
2023-01-01D12:06:51.000793852,USDJPY,114999761,280
2023-01-01D12:06:52.000395188,GBPUSD,1349751,337
2023-01-01D12:06:52.000815625,USDJPY,114999869,472
2023-01-01D12:06:52.000862364,EURUSD,1200799,900
2023-01-01D12:06:53.000482207,EURUSD,1200812,212
2023-01-01D12:06:53.000717691,GBPUSD,1350044,877
2023-01-01D12:06:53.000837155,USDJPY,115000449,707
2023-01-01D12:06:54.000204514,GBPUSD,1349307,934
2023-01-01D12:06:54.000679228,EURUSD,1200938,983
2023-01-01D12:06:54.000797601,USDJPY,114999917,190
2023-01-01D12:06:55.000066274,GBPUSD,1349610,958
2023-01-01D12:06:55.000152026,EURUSD,1200997,153
2023-01-01D12:06:55.000656907,USDJPY,115000049,546
2023-01-01D12:06:56.000011121,GBPUSD,1349627,710
2023-01-01D12:06:56.000533106,EURUSD,1200523,994
2023-01-01D12:06:56.000612566,USDJPY,115000136,299
2023-01-01D12:06:57.000123375,EURUSD,1200753,953
2023-01-01D12:06:57.000252293,USDJPY,115000577,324
2023-01-01D12:06:57.000703780,GBPUSD,1350762,51
2023-01-01D12:06:58.000066794,EURUSD,1199727,398
2023-01-01D12:06:58.000210878,USDJPY,114999631,778
2023-01-01D12:06:58.000526678,GBPUSD,1350263,785
2023-01-01D12:06:59.000034351,USDJPY,114999616,197
2023-01-01D12:06:59.000144810,EURUSD,1199153,618
2023-01-01D12:06:59.000947595,GBPUSD,1349142,415
2023-01-01D12:07:00.000367296,EURUSD,1199233,795
2023-01-01D12:07:00.000606127,GBPUSD,1349299,475
2023-01-01D12:07:00.000912964,USDJPY,114999217,376
2023-01-01D12:07:01.000365155,GBPUSD,1350324,133
2023-01-01D12:07:01.000585090,EURUSD,1199489,383
2023-01-01D12:07:01.000816469,USDJPY,115000587,633
2023-01-01D12:07:02.000140915,EURUSD,1200925,744
2023-01-01D12:07:02.000306917,GBPUSD,1349487,495
2023-01-01D12:07:02.000494056,USDJPY,114999586,654
2023-01-01D12:07:03.000249525,EURUSD,1199501,854
2023-01-01D12:07:03.000557096,GBPUSD,1350631,869
2023-01-01D12:07:03.000960728,USDJPY,115000109,148
2023-01-01D12:07:04.000278228,EURUSD,1199610,775
2023-01-01D12:07:04.000279694,USDJPY,115000331,590
2023-01-01D12:07:04.000979360,GBPUSD,1349561,291
2023-01-01D12:07:05.000084007,GBPUSD,1349612,999
2023-01-01D12:07:05.000415675,EURUSD,1199595,680
2023-01-01D12:07:05.000534782,USDJPY,115001028,758
2023-01-01D12:07:06.000246635,USDJPY,115000522,437
2023-01-01D12:07:06.000864237,EURUSD,1200163,132
2023-01-01D12:07:06.000934928,GBPUSD,1349092,792
2023-01-01D12:07:07.000151617,GBPUSD,1350039,860
2023-01-01D12:07:07.000853342,EURUSD,1200904,803
2023-01-01D12:07:07.000885099,USDJPY,115000170,13
2023-01-01D12:07:08.000337419,EURUSD,1199989,269
2023-01-01D12:07:08.000446590,GBPUSD,1350709,569
2023-01-01D12:07:08.000885652,USDJPY,115000298,627
2023-01-01D12:07:09.000117592,USDJPY,114999956,435
2023-01-01D12:07:09.000472730,EURUSD,1200886,627
2023-01-01D12:07:09.000663833,GBPUSD,1350341,924
2023-01-01D12:07:10.000075665,EURUSD,1200001,260
2023-01-01D12:07:10.000470950,USDJPY,115000798,445
2023-01-01D12:07:10.000952838,GBPUSD,1350435,947
2023-01-01D12:07:11.000085241,EURUSD,1199345,709
2023-01-01D12:07:11.000515800,USDJPY,115000018,165
2023-01-01D12:07:11.000734643,GBPUSD,1350080,65
2023-01-01D12:07:12.000117428,EURUSD,1200722,998
2023-01-01D12:07:12.000236612,GBPUSD,1350024,89
2023-01-01D12:07:12.000611417,USDJPY,114999535,657
2023-01-01D12:07:13.000300929,USDJPY,114999241,750
2023-01-01D12:07:13.000382712,GBPUSD,1349384,352
2023-01-01D12:07:13.000814309,EURUSD,1199512,964
2023-01-01D12:07:14.000003851,USDJPY,114999124,782
2023-01-01D12:07:14.000380078,GBPUSD,1350292,133
2023-01-01D12:07:14.000942783,EURUSD,1199316,126
2023-01-01D12:07:15.000076202,EURUSD,1201058,98
2023-01-01D12:07:15.000323504,USDJPY,115000162,996
2023-01-01D12:07:15.000872810,GBPUSD,1349547,865
2023-01-01D12:07:16.000093981,EURUSD,1200437,519
2023-01-01D12:07:16.000532337,USDJPY,115000139,823
2023-01-01D12:07:16.000858680,GBPUSD,1349380,153
2023-01-01D12:07:17.000014985,USDJPY,114999197,261
2023-01-01D12:07:17.000348280,EURUSD,1201058,54
2023-01-01D12:07:17.000778016,GBPUSD,1349553,558
2023-01-01D12:07:18.000121004,EURUSD,1199779,663
2023-01-01D12:07:18.000248632,USDJPY,115000992,828
2023-01-01D12:07:18.000925978,GBPUSD,1350662,946
2023-01-01D12:07:19.000415138,GBPUSD,1349728,938
2023-01-01D12:07:19.000489261,USDJPY,114999711,812
2023-01-01D12:07:19.000526700,EURUSD,1200556,31
2023-01-01D12:07:20.000182954,EURUSD,1200729,174
2023-01-01D12:07:20.000486058,GBPUSD,1350108,238
2023-01-01D12:07:20.000512324,USDJPY,114999669,532
2023-01-01D12:07:21.000006453,USDJPY,115000558,49
2023-01-01D12:07:21.000144797,GBPUSD,1349171,138
2023-01-01D12:07:21.000882157,EURUSD,1199257,314
2023-01-01D12:07:22.000039708,GBPUSD,1349681,94
2023-01-01D12:07:22.000340131,USDJPY,114999114,742
2023-01-01D12:07:22.000542119,EURUSD,1200487,369
2023-01-01D12:07:23.000841067,USDJPY,114999090,242
2023-01-01D12:07:23.000875546,GBPUSD,1349840,686
2023-01-01D12:07:23.000919627,EURUSD,1200483,257
2023-01-01D12:07:24.000503625,USDJPY,115000335,584
2023-01-01D12:07:24.000615556,EURUSD,1200327,146
2023-01-01D12:07:24.000640971,GBPUSD,1349641,829
2023-01-01D12:07:25.000169766,GBPUSD,1349190,656
2023-01-01D12:07:25.000666659,USDJPY,114999424,202
2023-01-01D12:07:25.000964510,EURUSD,1199931,97
2023-01-01D12:07:26.000245590,EURUSD,1200299,380
2023-01-01D12:07:26.000908030,USDJPY,114999425,707
2023-01-01D12:07:26.000998258,GBPUSD,1349680,253
2023-01-01D12:07:27.000204457,EURUSD,1200352,147
2023-01-01D12:07:27.000224012,GBPUSD,1350955,568
2023-01-01D12:07:27.000968165,USDJPY,115000906,480
2023-01-01D12:07:28.000230976,USDJPY,115001014,382
2023-01-01D12:07:28.000543563,EURUSD,1200692,248
2023-01-01D12:07:28.000583008,GBPUSD,1349514,367
2023-01-01D12:07:29.000342186,GBPUSD,1350189,210
2023-01-01D12:07:29.000360734,USDJPY,114999892,492
2023-01-01D12:07:29.000562931,EURUSD,1199105,237
2023-01-01D12:07:30.000069766,USDJPY,114999653,593
2023-01-01D12:07:30.000163972,EURUSD,1199898,705
2023-01-01D12:07:30.000320113,GBPUSD,1350769,734
2023-01-01D12:07:31.000159502,EURUSD,1199912,110
2023-01-01D12:07:31.000278637,USDJPY,114999876,700
2023-01-01D12:07:31.000928410,GBPUSD,1349601,864
2023-01-01D12:07:32.000413171,GBPUSD,1350484,772
2023-01-01D12:07:32.000545041,USDJPY,115000091,961
2023-01-01D12:07:32.000652520,EURUSD,1200024,391
2023-01-01D12:07:33.000322684,USDJPY,115000919,900
2023-01-01D12:07:33.000718256,GBPUSD,1350645,190
2023-01-01D12:07:33.000791188,EURUSD,1200234,994
2023-01-01D12:07:34.000086447,GBPUSD,1350608,629
2023-01-01D12:07:34.000376113,USDJPY,114999100,520
2023-01-01D12:07:34.000629849,EURUSD,1199570,917
2023-01-01D12:07:35.000043985,GBPUSD,1349963,868
2023-01-01D12:07:35.000172387,USDJPY,115000505,758
2023-01-01D12:07:35.000891706,EURUSD,1199352,612
2023-01-01D12:07:36.000358070,EURUSD,1200377,659
2023-01-01D12:07:36.000791244,GBPUSD,1350468,594
2023-01-01D12:07:36.000874408,USDJPY,114999701,518
2023-01-01D12:07:37.000724596,EURUSD,1199770,910
2023-01-01D12:07:37.000972252,USDJPY,115000899,746
2023-01-01D12:07:37.000978877,GBPUSD,1350230,669
2023-01-01D12:07:38.000164819,GBPUSD,1349530,984
2023-01-01D12:07:38.000391396,USDJPY,115000364,691
2023-01-01D12:07:38.000721868,EURUSD,1199570,450
2023-01-01D12:07:39.000419765,GBPUSD,1349798,229
2023-01-01D12:07:39.000769194,USDJPY,115000461,312
2023-01-01D12:07:39.000954342,EURUSD,1199499,64
2023-01-01D12:07:40.000047212,USDJPY,114999686,949
2023-01-01D12:07:40.000049405,EURUSD,1200794,276
2023-01-01D12:07:40.000979660,GBPUSD,1350609,707
2023-01-01D12:07:41.000537087,EURUSD,1200482,581
2023-01-01D12:07:41.000724477,GBPUSD,1349616,65
2023-01-01D12:07:41.000766022,USDJPY,115000978,677
2023-01-01D12:07:42.000083914,USDJPY,114999432,899
2023-01-01D12:07:42.000296154,EURUSD,1200612,397
2023-01-01D12:07:42.000559687,GBPUSD,1349254,563
2023-01-01D12:07:43.000112288,GBPUSD,1349875,471
2023-01-01D12:07:43.000397941,EURUSD,1200630,883
2023-01-01D12:07:43.000429967,USDJPY,114999247,434
2023-01-01D12:07:44.000318368,USDJPY,114999706,526
2023-01-01D12:07:44.000387620,EURUSD,1200761,194
2023-01-01D12:07:44.000979508,GBPUSD,1349880,236
2023-01-01D12:07:45.000111975,EURUSD,1199748,158
2023-01-01D12:07:45.000474112,GBPUSD,1349562,852
2023-01-01D12:07:45.000670285,USDJPY,115000067,93
2023-01-01D12:07:46.000495740,USDJPY,115000567,424
2023-01-01D12:07:46.000600405,EURUSD,1199963,860
2023-01-01D12:07:46.000771150,GBPUSD,1350935,915
2023-01-01D12:07:47.000355460,EURUSD,1199483,712
2023-01-01D12:07:47.000863053,GBPUSD,1351070,997
2023-01-01D12:07:47.000929495,USDJPY,114999662,414
2023-01-01D12:07:48.000098806,EURUSD,1200907,949
2023-01-01D12:07:48.000563502,USDJPY,115000400,765
2023-01-01D12:07:48.000618003,GBPUSD,1350946,710
2023-01-01D12:07:49.000188952,GBPUSD,1349703,84
2023-01-01D12:07:49.000253478,USDJPY,114999612,458
2023-01-01D12:07:49.000762085,EURUSD,1200697,441
2023-01-01D12:07:50.000574655,EURUSD,1200010,364
2023-01-01D12:07:50.000619077,USDJPY,115000579,664
2023-01-01D12:07:50.000625836,GBPUSD,1349622,79
2023-01-01D12:07:51.000193113,GBPUSD,1350899,704
2023-01-01D12:07:51.000332243,USDJPY,114999171,438
2023-01-01D12:07:51.000517729,EURUSD,1199675,606
2023-01-01D12:07:52.000066040,GBPUSD,1350239,700
2023-01-01D12:07:52.000545823,USDJPY,114999552,386
2023-01-01D12:07:52.000746786,EURUSD,1200890,423
2023-01-01D12:07:53.000016493,EURUSD,1199241,886
2023-01-01D12:07:53.000686240,USDJPY,115000058,713
2023-01-01D12:07:53.000979039,GBPUSD,1350000,451
2023-01-01D12:07:54.000651624,EURUSD,1199987,694
2023-01-01D12:07:54.000674916,USDJPY,114999292,834
2023-01-01D12:07:54.000960850,GBPUSD,1349498,836
2023-01-01D12:07:55.000066089,GBPUSD,1350377,603
2023-01-01D12:07:55.000190319,USDJPY,115000500,811
2023-01-01D12:07:55.000428495,EURUSD,1200371,100
